1	183507
1	183513
1	183525
1	183555
1	183560
1	183646
1	183826
1	183851
1	183862
1	183882
1	183959
1	183965
1	184001
1	184028
1	184105
1	184172
1	184252
1	184319
1	184396
1	184400
1	184790
1	185425
1	185549
1	185619
1	185793
1	185981
1	187839
1	187842
1	188424
1	188789
1	189823
1	190035
1	190175
1	191205
1	193876
1	193920
1	193922
1	194844
1	194977
1	198062
1	198545
1	198623
1	198670
2	183513
2	183617
2	183646
2	183913
2	183938
2	183988
2	184242
2	184724
2	185343
2	185444
2	185557
2	185881
2	186232
2	188545
2	193121
2	193882
2	194154
2	197871
3	183880
3	186224
3	186696
3	186742
3	190944
3	197168
5	183625
5	184247
5	184252
5	185146
5	186224
5	187794
5	188446
5	188453
6	183851
6	184028
6	184087
6	184138
6	184162
6	184175
6	184649
6	184718
6	184777
6	185474
6	185893
6	186038
6	186508
6	186513
6	187946
6	188532
6	189823
6	190300
6	190488
6	190552
6	192391
6	192482
6	196628
6	198748
7	183915
7	184247
7	184722
7	184760
7	185108
7	186483
7	189114
7	192494
7	192979
7	193179
7	195130
8	184724
8	192574
9	184777
9	191391
10	183574
10	183610
10	183625
10	183661
10	183959
10	183985
10	184134
10	184151
10	184157
10	184477
10	184523
10	185015
10	185283
10	186077
10	189343
10	190300
10	192515
10	193316
10	198727
11	184087
11	184151
11	184189
11	184279
11	184280
11	184392
11	184401
11	189901
11	190679
11	191953
11	191976
11	193994
12	183542
12	183562
12	184444
12	184952
13	191251
14	183602
14	183999
14	184189
14	184279
14	184688
14	184982
14	185962
14	186455
14	189034
14	191953
14	193922
14	198730
15	183636
15	188117
16	183577
16	183714
16	183751
16	183758
16	183810
16	183851
16	183853
16	184021
16	184087
16	184095
16	184138
16	184144
16	184211
16	184561
16	185004
16	187946
16	187981
16	188555
16	189824
16	190094
16	190300
16	191918
16	192389
16	198730
17	183792
17	183869
17	184087
17	184105
17	184143
17	184561
17	184722
17	184724
17	184820
17	185658
17	185760
17	185864
17	188645
17	188801
17	189117
17	190179
17	191169
17	193426
17	196907
18	183593
18	183812
18	183949
18	184129
18	185741
18	186455
18	193922
19	183555
19	183864
19	184927
19	197882
20	185567
20	185761
20	186438
21	183534
21	183553
21	183714
21	184082
21	184178
21	186231
21	186233
21	188555
21	193110
21	194246
22	183554
23	185761
23	189824
24	183886
24	184082
24	184777
24	185082
24	186524
24	188231
24	189056
24	189065
24	191309
24	194948
25	183593
25	183719
25	183918
25	184006
25	184087
25	184110
25	184125
25	184653
25	184659
25	184922
25	186038
25	187991
25	188231
25	188521
25	190135
25	190169
25	192083
25	194948
26	183593
26	184820
26	187901
26	189114
26	192502
26	192798
26	192908
28	183887
28	184230
28	184561
28	188318
28	190209
28	195119
29	183524
29	183564
29	183852
29	183866
29	184053
29	184169
29	184585
29	184649
29	184882
29	185116
29	185425
29	185582
29	186038
29	186097
29	186114
29	187946
29	188240
29	188246
29	188356
29	189611
29	190892
29	191867
29	194977
29	195607
29	196294
31	183973
31	184087
31	184410
31	185425
31	185761
31	186455
31	188535
31	193262
31	193804
32	183513
32	183524
32	183661
32	183735
32	183796
32	183851
32	183866
32	183879
32	183886
32	183897
32	183919
32	183959
32	183973
32	184002
32	184082
32	184105
32	184110
32	184111
32	184115
32	184135
32	184227
32	184247
32	184250
32	184254
32	184338
32	184589
32	184606
32	184684
32	184718
32	184804
32	185903
32	186081
32	186171
32	186453
32	187580
32	188535
32	189005
32	189204
32	189242
32	189257
32	189824
32	190021
32	190300
32	190397
32	190920
32	191596
32	191843
32	192642
32	193347
32	196919
32	199412
34	183617
34	183869
34	183959
34	184415
34	185309
34	185376
34	186147
34	186455
34	186970
34	189419
34	190015
34	190399
34	190658
34	190679
34	192827
34	192919
35	183853
35	185658
35	194537
35	194968
35	198010
35	199573
36	183672
36	183713
36	183973
36	184133
36	184262
36	184523
36	184561
36	184777
36	185147
36	185411
36	185967
36	185973
36	185981
36	186096
36	186100
36	187612
36	187614
36	187625
36	188007
36	188555
36	191304
36	191642
36	193673
36	198011
36	198062
38	191981
39	183915
39	184105
39	184151
39	184230
39	184392
39	184410
39	184722
39	184724
39	184753
39	184950
