2798	3002
3010	5333
10148	5536
5410	560
16229	3038
6755	2336
16532	3465
5613	10200
2455	1889
5410	2826
17389	1124
16229	10556
938	4324
7297	16437
5782	950
5745	6375
497	6387
5479	13087
13333	7108
12466	9223
8383	2401
7485	1724
9026	1091
157	3443
5283	5263
7226	16266
4700	6055
5808	1976
16015	10718
16532	9238
16078	810
16796	5381
16039	13356
871	10442
2798	14558
12761	7592
12466	8177
9644	16307
16044	10814
3737	7216
14176	8778
9644	6656
2879	16093
12769	13599
6518	12956
13755	11893
16229	7433
2269	13270
16039	11810
5066	5603
16204	5613
2808	1410
1571	14011
12478	2751
12623	7124
10442	115
3607	11419
13356	9223
13356	16157
2956	12174
4324	1775
2401	12466
7390	10277
613	2751
6142	8472
1339	9292
8588	4591
3465	7060
7368	3489
4751	1976
7013	5613
5333	5634
9085	6701
1724	6701
732	2336
11810	1728
201	3360
12627	4335
3587	694
7998	3443
7592	3476
6650	8865
5333	9238
1091	12313
5223	16157
14693	2675
7213	16043
5192	11893
34	1364
16266	7394
8248	14176
7390	12433
16093	938
8778	1942
7167	16039
7963	5410
1524	1562
8100	2229
16538	6375
7213	14195
16307	7489
3213	810
7578	4438
13270	7975
2336	12478
15914	14128
10814	1889
11650	7368
7578	6532
3412	3010
6687	5603
3412	14093
6343	17357
16043	871
6687	7167
9201	12627
10814	1552
13270	16044
3412	2798
11650	14676
11650	15973
572	9015
12433	15944
15914	16175
16000	3607
4678	11419
16043	14676
4539	14676
5780	5808
3213	2337
7578	16437
9201	5634
15488	9644
13270	5782
11650	1775
10449	4591
6875	6850
4018	691
9201	1389
9201	8942
6828	4324
9201	2380
10856	3824
11650	6942
16307	9809
1989	1410
3412	12623
6687	5947
9201	5044
15583	1124
15717	15914
1976	5223
1133	6652
1364	16538
6532	12383
7108	10886
13588	2579
9223	8472
13588	3495
3476	16043
4574	16538
3512	16538
8865	201
285	15914
352	11251
3512	9026
1004	1091
2277	7878
1133	11810
4931	2830
7171	4736
4843	3113
5677	8248
1942	4700
3581	3160
7894	15944
2501	16044
6387	3010
3443	15583
1124	6518
8177	14176
416	16206
5117	16538
1457	2269
1133	6142
14656	4842
16032	394
10718	2675
3824	11712
7171	1552
12174	613
11239	4700
10277	6518
1775	13333
724	11712
7060	15488
2229	5745
1976	3263
2380	8588
1410	16213
