25097	2797
22066	750
20435	4308
58600	50
67171	506
56758	1080
533	1
24423	260
42888	741
34157	308
44285	111
20531	47
23647	903
69504	555
45286	2324
64560	318
59529	1089
11554	163
17307	293
28521	32
1392	296
54060	1235
69135	6
66770	250
27115	293
46116	1206
1504	224
53315	199
34796	70
22453	592
15178	32
47768	21
29592	2571
65932	431
53379	54
62787	17
9475	720
58577	296
47780	1
67907	296
66390	296
57138	25
29442	19
5238	50
12451	551
3868	2571
60182	166
17854	215
22701	364
30980	293
21523	32
48395	1
13877	1280
48290	260
32831	1202
51441	199
61674	293
8858	17
15974	32
37580	47
3541	111
59474	1
26987	260
37528	39
33008	318
17653	318
9415	111
68986	170
57973	318
57637	150
59496	841
40895	18
28101	260
35105	19
54817	1222
40328	6
50893	110
19928	1
33477	111
26243	260
34713	32
52147	296
23360	110
48006	110
64712	590
39985	29
70287	175
48128	16
19131	154
54376	31364
31854	1
51333	50
52021	6
38111	356
9177	32
783	1500
3710	253
44847	306
23473	1028
20348	50
