4549	2
7171	3
3607	1
9223	3
16358	0
7060	3
1339	1
12991	3
950	1
1724	1
15944	0
16538	1
1124	3
9292	0
1524	1
7108	3
7485	0
5192	1
4335	2
16078	0
1313	0
4402	3
16093	1
2337	0
4736	1
1261	3
6159	3
13087	3
4584	1
2269	0
16082	1
2980	1
14176	0
4422	1
13333	0
12313	0
2524	1
3412	2
3489	0
4408	3
12627	1
12478	1
4018	2
7377	3
2380	3
9026	0
8778	1
15973	1
15340	3
691	3
2675	0
4843	3
923	0
16530	1
4539	2
6276	3
8942	3
6627	2
7445	3
13371	3
6942	0
9085	1
8100	1
7868	2
11703	0
7975	1
1728	0
694	0
3734	0
7167	1
2228	0
5677	3
732	1
3443	3
11650	2
4678	2
5456	3
7894	3
3737	0
6343	2
14676	3
416	3
8946	1
3588	0
5066	0
3263	0
10718	3
2209	0
9925	1
34	1
4931	3
6755	0
8588	1
5468	0
16043	2
4574	3
16175	0
11810	1
6355	3
14656	3
7013	1
5410	0
3465	1
16204	1
6642	1
1133	3
7578	2
1562	3
8418	3
16437	3
572	2
7998	1
16229	0
497	0
1889	1
6966	1
10556	3
1457	3
16157	0
1951	3
14221	1
16222	0
5117	3
7368	1
16032	3
10200	1
17389	0
14011	0
16000	2
10148	0
9201	2
1571	1
16266	1
12174	3
3581	3
11239	3
5283	0
3113	1
7924	0
10449	2
6939	2
12433	2
6701	3
7213	1
6420	1
5521	0
7916	0
13588	3
871	0
7878	0
6819	3
4386	1
11954	0
5745	0
14882	3
2826	1
5614	1
16607	1
6387	3
4894	1
16114	3
10981	1
7297	0
10278	3
12190	3
6652	0
2579	0
6375	3
9809	3
2751	0
3587	1
5014	2
7963	1
12761	0
12071	0
16039	0
2830	2
16213	1
1976	3
6532	3
8483	3
15583	2
3196	3
7124	0
12623	1
2336	2
15505	1
6122	3
5263	1
14424	0
7390	1
6055	1
11419	3
10886	0
285	3
5044	0
5602	1
5613	0
6650	1
14154	0
6850	0
14907	1
1158	3
13385	3
16796	0
3038	3
5603	3
14263	0
810	1
4435	1
7592	1
9238	3
938	0
7489	3
2277	3
12956	1
6142	1
2401	1
16526	1
4817	0
5479	0
9382	1
3495	0
8177	3
3507	0
352	3
3010	0
16015	0
1364	3
4164	1
9122	2
12483	3
7226	0
7216	3
3512	3
613	1
7394	3
5536	1
6270	1
1775	3
4700	0
1410	3
7433	1
1375	0
3824	3
2423	0
14195	3
6893	3
14558	1
5381	3
9644	0
2808	1
10814	2
2229	3
15717	3
2879	0
4842	2
4591	3
9015	1
1989	2
4913	0
12466	0
7635	3
5782	0
5898	1
5198	1
11893	3
6001	0
11712	0
12383	1
560	2
5634	0
864	0
3632	1
16532	0
6656	3
8847	1
8833	1
8014	3
15825	0
13599	1
5333	1
14093	0
2798	0
3730	1
5947	0
4438	0
2501	3
5808	0
3360	2
3002	1
10856	2
1552	1
5499	1
8472	2
6334	1
4751	1
2714	1
15914	2
1004	3
14693	1
17357	0
6676	0
1093	3
201	1
10703	3
10442	1
3160	2
5292	1
9139	3
13755	0
3213	2
7879	3
3563	2
6687	2
8384	3
4324	1
6406	1
6565	3
6078	0
13942	1
2221	2
1942	3
724	3
2455	0
5223	1
7722	3
12769	0
1091	1
157	0
16473	1
6828	2
15488	2
5938	3
2297	2
1389	3
115	0
16206	1
208	3
11251	1
2956	1
13356	1
8865	3
16044	0
391	0
394	1
2640	0
3476	3
1835	3
14128	1
4141	3
6518	0
16307	2
8383	0
5780	2
6875	2
8248	1
10277	3
13270	2
